Order Line 1 from order number 1011 was picked by0 at time 5/22/2019 5:41:15 PM
Order Line 1 from order number 1011 was picked by0 at time 5/22/2019 5:44:20 PM
Order Number 1011 was Quarantined by 0 at 5/22/2019 6:59:07 PM
Order Number 1011 was Quarantined by 0 at 5/22/2019 7:08:00 PM
